song_id,song_title,artist,popularity,total_no_streams,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration,loudness,valence,mode
spotify:track:1nX9KhK3Fff27SnrIor2Yb,04:00,"['2 Chainz', 'Travis Scott']",70.00,"53,208,336.00",0.50,0.16,75.01,0.43,0.12,0.00,4.00,0.80,1.00,"255,560.00",-7.21,0.23,1.00
spotify:track:3uvypVUsiIr1B0BccIcsEh,06:00,"['J Balvin', 'Farruko']",68.00,"50,235,662.00",0.75,0.27,175.97,0.10,0.15,0.00,4.00,0.75,5.00,"243,227.00",-5.05,0.73,0.00
spotify:track:2wOXxtHZgRkkrkEbKLzzqs,1.5,['21 Savage'],76.00,"5,894,178.00",0.52,0.45,84.02,0.36,0.00,0.00,4.00,0.89,1.00,"148,656.00",-8.35,0.31,1.00
spotify:track:4uCAKqQQYJaIvyzq4sZkaO,9,['Drake'],46.00,"20,334,413.00",0.71,0.24,99.99,0.04,0.00,0.00,4.00,0.70,2.00,"255,787.00",-7.38,0.04,1.00
spotify:track:3JjnGLK8IxkNLvo8Lb3KOM,18,['One Direction'],68.00,"6,363,369.00",0.58,0.12,124.04,0.03,0.22,0.00,4.00,0.68,6.00,"248,360.00",-7.76,0.22,0.00
spotify:track:4amvcCLMlTiU6mQfwFGRl8,21,['Hunter Hayes'],50.00,"11,895,050.00",0.90,0.22,160.10,0.04,0.06,0.00,4.00,0.50,11.00,"194,480.00",-4.37,0.94,1.00
spotify:track:4if4AqzRQgEtTF1xXddmoc,23,"['Mike WiLL Made-It', 'Miley Cyrus', 'Wiz Khalifa', 'Juicy J']",44.00,"1,983,937.00",0.61,0.11,140.02,0.06,0.00,0.00,4.00,0.86,9.00,"252,080.00",-5.31,0.32,1.00
spotify:track:6tarvNiKnEjYMj1VZhlDqR,66,"['Lil Yachty', 'Trippie Redd']",71.00,"26,007,221.00",0.72,0.21,148.06,0.27,0.05,0.00,4.00,0.67,5.00,"153,475.00",-4.31,0.25,0.00
spotify:track:794QVQtFNy7hvtjQP1keQd,1942,"['G-Eazy', 'Yo Gotti', 'YBN Nahmir']",75.00,"28,985,911.00",0.65,0.13,162.90,0.25,0.02,0.00,4.00,0.82,4.00,"213,080.00",-5.12,0.84,0.00
spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,1950,['King Princess'],82.00,"93,339,639.00",0.54,0.16,71.91,0.11,0.65,0.00,4.00,0.60,4.00,"225,133.00",-7.04,0.27,1.00
spotify:track:05mAIVLkIWc2d1UBYZBCp8,1999,"['Charli XCX', 'Troye Sivan']",82.00,"37,581,668.00",0.74,0.23,124.02,0.03,0.02,0.00,4.00,0.74,7.00,"189,000.00",-4.59,0.66,1.00
spotify:track:2BgEsaKNfHUdlh97KmvFyo,2002,['Anne-Marie'],83.00,"385,889,556.00",0.68,0.14,96.13,0.12,0.04,0.00,4.00,0.70,1.00,"186,987.00",-2.88,0.60,0.00
spotify:track:3Z2sglqDj1rDRMF5x0Sz2R,3005,['Childish Gambino'],71.00,"946,484.00",0.46,0.10,165.99,0.33,0.15,0.00,4.00,0.47,6.00,"234,213.00",-6.47,0.62,0.00
spotify:track:2fkeWbM6iqTw7oGHTYm2lw,4422,"['Drake', 'Sampha']",63.00,"29,253,046.00",0.25,0.11,111.97,0.04,0.50,0.02,4.00,0.62,11.00,"186,293.00",-12.29,0.22,0.00
spotify:track:40IiSjljbAhrSbdJ3HxSfH,March 14,['Drake'],14.00,"14,876,145.00",0.42,0.36,91.96,0.39,0.40,0.00,4.00,0.50,10.00,"309,560.00",-7.35,0.31,0.00
spotify:track:02M6vucOvmRfMxTXDUwRXu,7/11,['Beyoncé'],72.00,"140,962,617.00",0.71,0.13,136.02,0.13,0.01,0.00,4.00,0.75,9.00,"213,507.00",-5.14,0.56,0.00
spotify:track:38td8VabuKlQt72Q2VnhbO,134340,['BTS'],64.00,"5,367,758.00",0.69,0.17,106.02,0.05,0.15,0.00,4.00,0.66,11.00,"230,063.00",-6.47,0.65,0.00
spotify:track:19WjVVgXjdKXfLXoaDPwTM,...Ready For It?,['Taylor Swift'],9.00,"136,086,748.00",0.77,0.16,160.05,0.14,0.06,0.00,4.00,0.62,2.00,"208,198.00",-6.50,0.41,1.00
spotify:track:7aGvXYqtaMqUhILKYq1PZF,*******,"['Eminem', 'Skylar Grey']",0.00,"1,074,986.00",0.91,0.69,174.08,0.34,0.46,0.00,4.00,0.54,1.00,"290,683.00",-2.35,0.52,1.00
spotify:track:7ehH993HyaSs8LjIsOpbGA,#icanteven,"['The Neighbourhood', 'French Montana']",1.00,"5,462,452.00",0.63,0.08,113.96,0.09,0.10,0.00,4.00,0.54,6.00,"234,253.00",-9.41,0.16,0.00
spotify:track:1HOlb9rdNOmy9b1Fakicjo,#SELFIE,['The Chainsmokers'],63.00,"63,887,278.00",0.92,0.08,127.97,0.23,0.01,0.00,4.00,0.81,0.00,"183,750.00",-3.28,0.65,1.00
spotify:track:6jEhWcVKEgbczzrU4p2X5u,#SELFIE - Original Mix,['The Chainsmokers'],1.00,"1,715,958.00",0.92,0.08,127.96,0.25,0.01,0.00,4.00,0.79,0.00,"183,750.00",-3.26,0.66,1.00
spotify:track:65u1dHQyQyE4y4aN2eDmMF,$$$ - with Matt Ox,"['XXXTENTACION', 'Matt Ox']",73.00,"6,443,057.00",0.51,0.14,140.07,0.07,0.06,0.00,4.00,0.77,1.00,"130,403.00",-6.95,0.51,0.00
spotify:track:6AoYWCzsDls6c61Zp5qTuU,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),"['Lil Dicky', 'Fetty Wap', 'Rich Homie Quan']",69.00,"5,684,416.00",0.70,0.22,98.01,0.23,0.11,0.00,4.00,0.86,2.00,"290,836.00",-5.36,0.36,1.00
spotify:track:4jtyUzZm9WLc2AdaJ1dso7,0 To 100 / The Catch Up,['Drake'],72.00,"36,440,818.00",0.71,0.27,89.09,0.34,0.76,0.00,4.00,0.71,11.00,"275,227.00",-3.98,0.50,0.00
spotify:track:4txn9qnwK3ILQqv5oq2mO3,03' Adolescence,['J. Cole'],64.00,"1,243,217.00",0.81,0.28,146.22,0.57,0.39,0.00,4.00,0.52,1.00,"264,213.00",-6.36,0.26,1.00
spotify:track:5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,"['Logic', 'Alessia Cara', 'Khalid']",82.00,"629,521,089.00",0.57,0.19,100.02,0.05,0.57,0.00,4.00,0.62,5.00,"250,173.00",-7.79,0.35,0.00
spotify:track:4QtiVmuA88tPQiCOHZuQ5b,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","['Sofia Reyes', 'Jason Derulo', 'De La Ghetto']",80.00,"270,370,249.00",0.90,0.05,94.97,0.06,0.17,0.00,4.00,0.79,1.00,"201,526.00",-3.11,0.79,0.00
spotify:track:12d5QFwzh60IIHlsSnAvps,10 Bands,['Drake'],65.00,"37,064,553.00",0.76,0.08,173.00,0.38,0.23,0.00,4.00,0.84,7.00,"177,733.00",-3.79,0.87,1.00
spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,10 Freaky Girls (with 21 Savage),"['Metro Boomin', '21 Savage']",83.00,"54,930,937.00",0.35,0.10,88.03,0.31,0.59,0.00,4.00,0.81,6.00,"208,293.00",-9.93,0.07,0.00
spotify:track:1hZ13x9jzNpcSXd6hWtqsw,100 (feat. Drake),"['The Game', 'Drake']",5.00,"626,638.00",0.52,0.17,108.04,0.24,0.02,0.00,4.00,0.80,4.00,"343,077.00",-9.46,0.39,1.00
spotify:track:4mq14Qa6OehdiyZFtHcdCH,13 Beaches,['Lana Del Rey'],13.00,"4,239,120.00",0.40,0.20,144.03,0.04,0.56,0.07,4.00,0.42,7.00,"295,569.00",-9.06,0.24,1.00
spotify:track:75lcPkAkUsKWHGBlGM476R,1400 / 999 Freestyle,"['Trippie Redd', 'Juice WRLD']",82.00,"17,432,733.00",0.57,0.11,141.99,0.09,0.01,0.00,4.00,0.83,6.00,"175,954.00",-6.07,0.57,0.00
spotify:track:7EulRO07ZgchxqKUHb8Pvc,1985 - Intro to “The Fall Off”,['J. Cole'],72.00,"28,717,244.00",0.65,0.18,94.34,0.45,0.15,0.00,4.00,0.68,2.00,"190,177.00",-5.89,0.64,1.00
spotify:track:3bi8yEuK44vLcbjHkPH0u1,2 Heads,['Coleman Hell'],57.00,"11,265,663.00",0.57,0.10,120.01,0.04,0.06,0.00,4.00,0.73,0.00,"213,707.00",-8.52,0.35,1.00
spotify:track:7jT2PnjzkziqfxhiMgGs5r,2 On,"['Tinashe', 'ScHoolboy Q']",39.00,"9,032,209.00",0.59,0.09,101.00,0.11,0.11,0.00,4.00,0.76,9.00,"230,187.00",-7.60,0.44,1.00
spotify:track:0wdKiSBUT7aZkXUIdJWcwC,2 Phones,['Kevin Gates'],69.00,"91,594,498.00",0.68,0.19,121.92,0.36,0.16,0.00,4.00,0.90,7.00,"240,000.00",-5.27,0.55,0.00
spotify:track:6b8Be6ljOzmkOmFslEb23P,24K Magic,['Bruno Mars'],79.00,"527,459,491.00",0.80,0.15,106.97,0.08,0.03,0.00,4.00,0.82,1.00,"225,983.00",-4.28,0.63,1.00
spotify:track:3A7qX2QjDlPnazUsRk5y0M,2U (feat. Justin Bieber),"['David Guetta', 'Justin Bieber']",72.00,"426,973,384.00",0.65,0.23,144.94,0.06,0.22,0.00,4.00,0.55,8.00,"194,897.00",-5.83,0.56,0.00
spotify:track:0yyZN5ASdrYu0XYWFzfxUu,3 A.M.,"['Jesse & Joy', 'Gente De Zona']",72.00,"84,802,190.00",0.84,0.12,101.99,0.09,0.01,0.00,4.00,0.70,0.00,"183,573.00",-3.55,0.62,1.00
spotify:track:1tNJrcVe6gwLEiZCtprs1u,3 Nights,['Dominic Fike'],82.00,"9,341,575.00",0.52,0.10,151.89,0.09,0.22,0.00,4.00,0.82,7.00,"177,667.00",-6.59,0.88,0.00
spotify:track:1DmnEYXa4WfbdhAPwNzgD8,30 for 30 Freestyle,['Drake'],55.00,"3,532,307.00",0.62,0.12,88.96,0.41,0.67,0.00,4.00,0.71,4.00,"253,935.00",-9.14,0.32,0.00
spotify:track:4E7FUbLDezvkVS6BCkKIup,30 Hours,['Kanye West'],0.00,"2,311,592.00",0.84,0.11,94.81,0.30,0.04,0.00,4.00,0.76,7.00,"323,293.00",-5.92,0.40,1.00
spotify:track:1LfWibYjk0TD8YNPtzym9A,33 “GOD”,['Bon Iver'],60.00,"2,924,035.00",0.39,0.09,133.11,0.04,0.83,0.03,4.00,0.52,4.00,"213,000.00",-10.48,0.33,1.00
spotify:track:1vvnYpYEMVB4aq9I6tHIEB,4 Your Eyez Only,['J. Cole'],66.00,"12,973,238.00",0.48,0.09,78.63,0.36,0.38,0.00,4.00,0.70,11.00,"530,253.00",-10.49,0.49,0.00
spotify:track:4s2BWgnSQ9NZiOQM4PP4HB,44 Bars,['Logic'],65.00,"2,250,085.00",0.61,0.20,94.27,0.30,0.36,0.00,4.00,0.71,6.00,"182,267.00",-8.94,0.34,0.00
spotify:track:3e7Y6sfFlIdBMJhX7wpqVO,44 More,['Logic'],76.00,"58,499,246.00",0.59,0.11,139.97,0.20,0.06,0.00,4.00,0.83,1.00,"188,600.00",-7.06,0.23,1.00
spotify:track:1QgTBfRN5m81a5K01qens6,444+222,['Lil Uzi Vert'],64.00,"9,619,767.00",0.51,0.10,77.00,0.27,0.02,0.00,4.00,0.79,10.00,"247,347.00",-6.57,0.48,0.00
spotify:track:6JyEh4kl9DLwmSAoNDRn5b,4th Dimension,"['KIDS SEE GHOSTS', 'Louis Prima']",70.00,"15,317,236.00",0.54,0.61,171.95,0.39,0.28,0.00,4.00,0.77,1.00,"153,351.00",-6.76,0.73,1.00
spotify:track:51922FOX7bXrEU4jSoxkY5,5 Songs in einer Nacht,['Capital Bra'],62.00,"3,692,260.00",0.90,0.08,98.00,0.06,0.06,0.00,4.00,0.88,7.00,"147,354.00",-4.21,0.25,1.00
spotify:track:11kDth1aKUEUMq9r1pqyds,5% TINT,['Travis Scott'],73.00,"18,102,303.00",0.48,0.24,140.00,0.05,0.17,0.00,4.00,0.71,4.00,"196,138.00",-5.42,0.06,0.00
spotify:track:4UOXo3xWnxYdTf3sFyRaUG,500 PS,"['Bonez MC', 'RAF Camora']",77.00,"23,549,221.00",0.92,0.09,139.98,0.04,0.39,0.00,4.00,0.81,7.00,"181,971.00",-5.88,0.84,0.00
spotify:track:3a8tAZFJxlmBwOtrf5L1oC,6 God,['Drake'],63.00,"12,342,073.00",0.64,0.12,105.50,0.13,0.02,0.00,4.00,0.86,2.00,"180,667.00",-8.62,0.48,1.00
spotify:track:6I9CRrzpTrfkqo6KTfkpYZ,6 Man,['Drake'],30.00,"8,132,490.00",0.55,0.11,83.11,0.54,0.24,0.00,4.00,0.63,4.00,"167,653.00",-9.31,0.37,1.00
spotify:track:5H0NU2sHWUnWCcZyYlX46X,65th & Ingleside,['Chance the Rapper'],64.00,"4,499,916.00",0.56,0.11,99.95,0.34,0.04,0.00,4.00,0.79,0.00,"273,600.00",-7.04,0.08,1.00
spotify:track:7eRU0RltchvgOTSbX6vmdv,666 ʇ,['Bon Iver'],57.00,"2,209,622.00",0.34,0.19,110.01,0.03,0.90,0.03,4.00,0.63,1.00,"252,000.00",-12.36,0.16,0.00
spotify:track:0w3Q3VFdrYzo24QUIGnBNy,679 (feat. Monty),"['Fetty Wap', 'Monty']",56.00,"16,349,433.00",0.76,0.67,126.59,0.41,0.01,0.00,5.00,0.55,11.00,"186,987.00",-5.53,0.75,0.00
spotify:track:5NQbUaeTEOGdD6hHcre0dZ,679 (feat. Remy Boyz),"['Fetty Wap', 'Remy Boyz']",73.00,"263,733,125.00",0.72,0.63,190.05,0.32,0.00,0.00,4.00,0.62,7.00,"196,693.00",-5.74,0.60,1.00
spotify:track:5mZJwWdxAOR4xUvSGZvvMU,6PM In New York,['Drake'],55.00,"1,320,625.00",0.85,0.16,89.72,0.30,0.11,0.00,4.00,0.60,5.00,"283,307.00",-4.14,0.32,1.00
spotify:track:2BkyYZmU4JuWW2sYi9EzpC,7 Minutes,['Dean Lewis'],81.00,"9,701,010.00",0.74,0.15,104.97,0.03,0.53,0.00,4.00,0.61,10.00,"211,453.00",-6.48,0.71,1.00
spotify:track:14msK75pk3pA33pzPVNtBF,7 rings,['Ariana Grande'],100.00,"185,173,714.00",0.32,0.09,70.14,0.32,0.58,0.00,4.00,0.73,1.00,"178,640.00",-10.74,0.32,0.00
spotify:track:5kqIPrATaCc2LqxVWzQGbk,7 Years,['Lukas Graham'],78.00,"691,799,286.00",0.47,0.39,119.99,0.05,0.29,0.00,4.00,0.77,10.00,"237,300.00",-5.83,0.34,1.00
spotify:track:0H2MmFtJgoeywCIbAN3sid,715 - CR∑∑KS,['Bon Iver'],58.00,"2,258,229.00",0.16,0.17,88.78,0.41,0.88,0.00,3.00,0.46,8.00,"132,000.00",-11.15,0.35,1.00
spotify:track:47IklCMgkgWvI4jpkdrop0,8 (circle),['Bon Iver'],60.00,"2,241,144.00",0.41,0.12,125.00,0.03,0.91,0.05,4.00,0.40,9.00,"309,013.00",-10.77,0.07,1.00
spotify:track:4zRZAmBQP8vhNPf9i9opXt,8 Letters,"[""Why Don't We""]",80.00,"30,480,459.00",0.48,0.09,88.98,0.03,0.65,0.00,4.00,0.61,1.00,"190,027.00",-5.70,0.26,0.00
spotify:track:5fcM0StdQxMjzulVGhFkHN,8 Out Of 10,['Drake'],18.00,"39,053,607.00",0.68,0.50,170.42,0.72,0.16,0.00,4.00,0.53,11.00,"195,720.00",-7.87,0.34,0.00
spotify:track:3Ls9yKzshQye18Tx2AvOb6,90MIN,['Salmo'],73.00,"4,531,697.00",0.77,0.86,122.00,0.31,0.03,0.00,4.00,0.55,1.00,"231,920.00",-5.14,0.51,1.00
spotify:track:58st6r10Ze6QomHs0BMUA8,91's,['PNL'],64.00,"4,238,492.00",0.67,0.08,103.04,0.11,0.25,0.00,4.00,0.78,4.00,"237,014.00",-8.84,0.24,0.00
spotify:track:4bEcoz1OcfMgUbp2ft8ieQ,911 / Mr. Lonely,"['Tyler, The Creator', 'Frank Ocean', 'Steve Lacy']",71.00,"7,163,375.00",0.61,0.31,90.03,0.31,0.05,0.00,4.00,0.48,0.00,"255,653.00",-7.04,0.30,1.00
spotify:track:1D2L6MefbXon28PzIk9I3r,92 Explorer,['Post Malone'],77.00,"61,811,436.00",0.74,0.12,146.03,0.05,0.27,0.00,4.00,0.80,7.00,"211,427.00",-4.82,0.88,0.00
spotify:track:0Wv5wuenRLI3BcwgT3HPIP,A Different Way (with Lauv),"['DJ Snake', 'Lauv']",16.00,"92,851,548.00",0.77,0.15,104.99,0.04,0.53,0.00,4.00,0.78,8.00,"198,286.00",-4.09,0.56,1.00
spotify:track:6f49kbOuQSOsStBpyGvQfA,A Head Full of Dreams,['Coldplay'],67.00,"2,357,347.00",0.92,0.33,122.98,0.07,0.00,0.02,4.00,0.45,11.00,"223,773.00",-4.98,0.08,1.00
spotify:track:65Q2mv3UlVi9eO70OpsmSe,A Holly Jolly Christmas - Single Version,['Burl Ives'],58.00,"58,427,864.00",0.37,0.08,140.35,0.03,0.62,0.00,4.00,0.67,0.00,"135,533.00",-12.94,0.86,1.00
spotify:track:6aH3QgooXRmx8k8jzrSm3V,A l'Ammoniaque,['PNL'],62.00,"3,885,608.00",0.38,0.10,127.67,0.04,0.42,0.00,4.00,0.58,9.00,"316,378.00",-10.03,0.15,0.00
spotify:track:1vVNlXi8gf8tZ7OhnEs4VE,A Lie,"['French Montana', 'The Weeknd', 'Max B']",59.00,"4,930,897.00",0.79,0.40,121.19,0.22,0.02,0.00,5.00,0.52,1.00,"226,790.00",-5.38,0.52,0.00
spotify:track:36482hNESSwELpr9sS3NbE,A Little Party Never Killed Nobody (All We Got),"['Fergie', 'Q-Tip', 'GoonRock']",63.00,"3,421,731.00",0.62,0.10,129.99,0.18,0.01,0.00,4.00,0.76,5.00,"241,307.00",-5.76,0.53,0.00
spotify:track:0ifooM33X1iBxVYyOkSbXW,A Lonely Night,['The Weeknd'],66.00,"17,598,960.00",0.66,0.09,114.00,0.08,0.04,0.00,4.00,0.85,7.00,"220,173.00",-6.96,0.86,0.00
spotify:track:2t8yVaLvJ0RenpXUIAC52d,a lot,['21 Savage'],89.00,"71,473,626.00",0.64,0.34,145.97,0.09,0.04,0.00,4.00,0.84,1.00,"288,624.00",-7.64,0.27,1.00
spotify:track:0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,"['Ziv Zaifman', 'Hugh Jackman', 'Michelle Williams']",80.00,"55,082,314.00",0.31,0.09,54.75,0.06,0.24,0.00,3.00,0.27,7.00,"269,453.00",-11.69,0.10,1.00
spotify:track:68d6dy8LNAHlocbd4ecu1o,A Million Voices - Eurovision 2015 - Russia,['Polina Gagarina'],0.00,"646,540.00",0.54,0.12,148.14,0.03,0.04,0.00,4.00,0.38,7.00,"185,962.00",-8.00,0.23,1.00
spotify:track:6HFbq7cewJ7rPiffV0ciil,A Sky Full of Stars,['Coldplay'],59.00,"332,849,520.00",0.68,0.21,124.97,0.03,0.01,0.00,4.00,0.55,6.00,"267,867.00",-6.47,0.16,1.00
spotify:track:7lL3MvFWFFSD25pBz72Agj,A Tale of 2 Citiez,['J. Cole'],70.00,"2,627,892.00",0.56,0.25,189.86,0.53,0.55,0.00,4.00,0.56,6.00,"269,787.00",-7.84,0.36,1.00
spotify:track:6FopJmIHgp2ADIHEDrJixZ,A-YO,['Lady Gaga'],4.00,"7,987,812.00",0.89,0.11,149.96,0.16,0.10,0.00,4.00,0.66,7.00,"207,720.00",-5.68,0.93,1.00
spotify:track:5omYVLodGmaxnhua99xIE8,A.M.,['One Direction'],64.00,"13,035,397.00",0.53,0.10,141.84,0.03,0.23,0.00,4.00,0.59,3.00,"209,040.00",-4.91,0.51,1.00
spotify:track:1YmF9PvLhIISIANoMLIYGq,A$AP Forever,"['A$AP Rocky', 'Moby']",71.00,"18,014,274.00",0.78,0.13,126.00,0.12,0.22,0.00,4.00,0.47,10.00,"233,061.00",-6.49,0.44,0.00
spotify:track:3oHkMCVJyOcjg5FhfLc2Rq,A$AP Forever REMIX,"['A$AP Rocky', 'Moby', 'T.I.', 'Kid Cudi']",67.00,"6,099,486.00",0.75,0.14,62.84,0.28,0.30,0.00,4.00,0.32,10.00,"315,773.00",-6.42,0.39,0.00
spotify:track:7t5m6zRwIEBxmPt8lNoPPi,Acquainted,['The Weeknd'],8.00,"19,314,112.00",0.48,0.08,105.36,0.06,0.46,0.00,4.00,0.38,7.00,"348,853.00",-9.87,0.24,0.00
spotify:track:4bqIFmnVAsndYWuXxAwQet,Act My Age,['One Direction'],58.00,"1,392,456.00",0.88,0.10,135.90,0.04,0.00,0.00,4.00,0.50,6.00,"198,653.00",-4.72,0.64,1.00
spotify:track:6FyRXC8tJUh863JCkyWqtk,Adan y Eva,['Paulo Londra'],94.00,"209,036,759.00",0.71,0.07,171.99,0.34,0.32,0.00,4.00,0.77,1.00,"258,639.00",-4.47,0.72,1.00
spotify:track:0xIVvRmjztR1AwuHrkhH41,Addicted To You,['Avicii'],17.00,"43,448,644.00",0.79,0.09,128.03,0.05,0.05,0.00,4.00,0.57,1.00,"148,387.00",-4.06,0.30,0.00
spotify:track:6MJUCumnQsQEKbCy28tbCP,Adictiva,"['Daddy Yankee', 'Anuel Aa']",90.00,"110,259,620.00",0.77,0.17,99.04,0.06,0.29,0.00,4.00,0.79,4.00,"207,853.00",-3.21,0.70,0.00
spotify:track:7gfb0CSyZkmZesObgbVGGB,Adore You,['Miley Cyrus'],25.00,"6,570,662.00",0.67,0.10,119.75,0.03,0.13,0.00,4.00,0.58,0.00,"278,747.00",-5.42,0.21,1.00
spotify:track:69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,['Coldplay'],73.00,"319,844,726.00",0.92,0.15,112.00,0.04,0.00,0.00,4.00,0.64,7.00,"263,787.00",-3.89,0.53,1.00
spotify:track:2374M0fQpWi3dLnB54qaLX,Africa,['Toto'],83.00,"180,581,453.00",0.37,0.05,92.72,0.03,0.26,0.00,4.00,0.67,9.00,"295,893.00",-18.06,0.73,1.00
spotify:track:4IvenHmD0spfFDOKphoUDp,After Dark,"['Drake', 'Static Major', 'Ty Dolla $ign']",18.00,"26,692,288.00",0.43,0.14,141.86,0.19,0.04,0.00,4.00,0.65,2.00,"289,560.00",-13.07,0.33,1.00
spotify:track:3ESSGgWzRf1xvP7G5hHMhB,Again,['Fetty Wap'],65.00,"111,166,378.00",0.73,0.33,93.02,0.07,0.01,0.00,4.00,0.75,11.00,"312,240.00",-4.42,0.29,0.00
spotify:track:2S2od3hT7ceytw7d1pTRuE,Again,"['Noah Cyrus', 'XXXTENTACION']",75.00,"3,508,716.00",0.74,0.14,119.97,0.03,0.19,0.00,4.00,0.66,9.00,"193,962.00",-4.10,0.20,0.00
spotify:track:5yH8pYxNckOU1cxfPsMIaz,Agora é Tudo Meu,"['Dennis DJ', 'MC Kevinho']",83.00,"8,823,768.00",0.93,0.18,140.00,0.11,0.70,0.00,4.00,0.85,5.00,"171,998.00",-3.31,0.51,0.00
spotify:track:0pDaqgIForVNO4jrtTxcWT,Agora Vai Sentar,"[""MC's Jhowzinho & Kadinho""]",69.00,"3,457,583.00",0.65,0.09,130.10,0.04,0.19,0.00,4.00,0.81,3.00,"228,923.00",-0.02,0.71,0.00
spotify:track:54OB85nuxYGfl7qRQXuz7c,Ahora,['J Balvin'],11.00,"66,280,906.00",0.79,0.08,88.00,0.06,0.12,0.00,4.00,0.80,3.00,"254,907.00",-3.44,0.81,0.00
spotify:track:22eADXu8DfOAUEDw4vU8qy,Ahora Dice,"['Chris Jeday', 'J Balvin', 'Ozuna', 'Arcangel']",14.00,"275,417,810.00",0.69,0.13,143.97,0.14,0.25,0.00,4.00,0.71,6.00,"271,080.00",-5.52,0.43,1.00
spotify:track:61HHDBLqF3AmSvLfHKNGd2,Ahora Me Llama,"['Karol G', 'Bad Bunny']",6.00,"47,992,156.00",0.58,0.09,134.93,0.03,0.01,0.00,4.00,0.66,7.00,"233,293.00",-5.40,0.12,0.00
spotify:track:4nA0biSjtvOL41Hd9MBXqR,Ain't My Fault,['Zara Larsson'],17.00,"165,637,159.00",0.78,0.29,141.15,0.03,0.01,0.00,4.00,0.58,6.00,"224,031.00",-4.83,0.36,0.00
spotify:track:2c1EGwagV1sT73NimGsqIh,Ain't No Saint,['Peg Parnevik'],46.00,"5,678,790.00",0.76,0.34,84.64,0.04,0.02,0.00,4.00,0.55,4.00,"187,360.00",-3.72,0.53,0.00
spotify:track:5afHIkEcVhCF1Z1CTqMUXB,Ain't Nobody (Loves Me Better),"['Felix Jaehn', 'Jasmine Thompson']",22.00,"281,215,456.00",0.57,0.07,117.97,0.03,0.66,0.00,4.00,0.77,2.00,"186,147.00",-7.05,0.47,0.00
spotify:track:2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,['Jennifer Lopez'],70.00,"129,575,363.00",0.68,0.07,120.08,0.23,0.05,0.00,4.00,0.76,8.00,"218,235.00",-5.53,0.82,0.00
spotify:track:1trFxVLL8WKhYap543e74l,Airplane pt.2,['BTS'],69.00,"11,008,618.00",0.82,0.08,139.98,0.03,0.03,0.00,4.00,0.77,0.00,"218,615.00",-4.09,0.87,0.00
spotify:track:0OwX5aROoW1Iip8FV51Efg,Alarm,['Anne-Marie'],65.00,"156,282,617.00",0.59,0.18,146.93,0.23,0.08,0.00,4.00,0.76,0.00,"205,593.00",-5.09,0.81,1.00
spotify:track:1MsyEbEQca1sfC9JnkKnOm,Alaska,['Maggie Rogers'],10.00,"1,983,662.00",0.35,0.10,103.99,0.04,0.42,0.01,4.00,0.85,9.00,"188,717.00",-12.15,0.14,0.00
spotify:track:6rDaCGqcQB1urhpCrrD599,Album of the Year - Freestyle,['J. Cole'],70.00,"4,569,872.00",0.82,0.48,94.21,0.32,0.08,0.00,4.00,0.71,10.00,"138,872.00",-7.05,0.93,0.00
spotify:track:5i50gKdLAjjIr7UxRT5IVy,Alguien Robo,"['Sebastian Yatra', 'Nacho', 'Wisin']",8.00,"86,804,780.00",0.92,0.18,92.97,0.08,0.09,0.00,4.00,0.75,0.00,"223,613.00",-2.67,0.65,1.00
spotify:track:0RUTnY2B3s05fZuCHsNaUP,Alien,"['Sabrina Carpenter', 'Jonas Blue']",66.00,"16,466,009.00",0.66,0.07,105.96,0.04,0.06,0.00,4.00,0.72,10.00,"174,841.00",-4.73,0.57,0.00
spotify:track:05cXQMJcrM9msUYu11mOrs,Alive,['Sia'],56.00,"60,041,396.00",0.75,0.10,98.88,0.06,0.29,0.00,4.00,0.32,6.00,"263,893.00",-4.91,0.39,0.00
spotify:track:1q676iYDR3GeJtOHdyggIU,All About That Bass,['Meghan Trainor'],0.00,"274,092,082.00",0.89,0.12,134.05,0.05,0.06,0.00,4.00,0.81,9.00,"187,920.00",-3.73,0.96,1.00
spotify:track:5c7tO3OhDBA4CUkdGoKkI2,All About You,['Hilary Duff'],54.00,"1,030,592.00",0.87,0.08,158.13,0.06,0.01,0.00,4.00,0.54,1.00,"162,053.00",-5.11,0.64,1.00
spotify:track:6n7rJUcwmQDestMYXoSoZF,All Cried Out (feat. Alex Newell) - Radio Edit,"['Blonde', 'Alex Newell']",63.00,"182,472.00",0.76,0.07,122.06,0.06,0.43,0.00,4.00,0.66,0.00,"170,716.00",-5.26,0.67,0.00
spotify:track:79reBHqpRoWXaQbjBBY3UC,All Day,"['Kanye West', 'Theophilus London', 'Allan Kingdom', 'Paul McCartney']",61.00,"26,640,298.00",0.64,0.16,122.97,0.14,0.06,0.00,4.00,0.86,9.00,"310,907.00",-4.97,0.41,0.00
